symbol,name,price,market_cap,revenue_ttm,net_income_ttm,shares_out,eps_ttm,pe_ratio,forward_pe,dividend,ex_dividend_date,volume,open,previous_close,days_range,52_week_range,beta,analysts,price_target,earnings_date,industry,sector,ipo_date,stock_exchange,employees,website
WMB,"The Williams Companies, Inc.",56.55,68.94B,10.37B,2.87B,1.22B,2.35,23.96,28.37,$1.90 (3.36%),"Sep 13, 2024","5,884,345",55.53,55.58,55.20 - 56.69,32.65 - 57.33,1.06,Buy,51.54 (-8.86%),"Nov 6, 2024",Oil & Gas Midstream,Energy,1908,NYSE,"5,601",https://www.williams.com
CSX,CSX Corporation,35.13,67.75B,14.68B,3.67B,1.93B,1.88,18.70,18.03,$0.48 (1.37%),"Nov 29, 2024","10,098,650",35.56,35.63,35.00 - 35.68,31.44 - 40.12,1.19,Buy,38.78 (+10.39%),"Oct 16, 2024",Railroads,Industrials,1978,NASDAQ,"23,000",https://www.csx.com
SPG,"Simon Property Group, Inc.",180.27,67.69B,5.91B,2.45B,375.47M,7.51,24.01,29.03,$8.40 (4.66%),"Dec 9, 2024","1,127,353",177.98,178.31,176.50 - 180.82,119.92 - 182.84,1.77,Buy,162.78 (-9.7%),"Nov 1, 2024",REIT - Retail,Real Estate,"Dec 13, 1993",NYSE,"3,000",https://www.simon.com
CVS,CVS Health Corporation,53.19,66.93B,367.25B,5.02B,1.26B,3.95,13.45,8.83,$2.66 (5.00%),"Oct 21, 2024","16,660,042",54.99,55.09,52.71 - 55.06,52.71 - 83.25,0.54,Buy,73.18 (+37.58%),"Nov 6, 2024",Healthcare Plans,Healthcare,1963,NYSE,"300,000",https://www.cvshealth.com
CARR,Carrier Global Corporation,74.53,66.87B,24.80B,3.47B,897.23M,3.85,43.87,25.75,$0.76 (1.02%),"Oct 25, 2024","4,600,131",74.22,74.97,74.00 - 75.33,51.20 - 83.32,1.21,Buy,80.93 (+8.59%),"Oct 24, 2024",Building Products & Equipment,Industrials,2019,NYSE,"53,000",https://www.corporate.carrier.com
RSG,"Republic Services, Inc.",208.04,65.15B,15.82B,1.97B,313.15M,6.26,33.24,31.88,$2.32 (1.12%),"Jan 2, 2025","984,359",208.50,209.46,207.25 - 209.48,157.91 - 216.18,0.71,Buy,215.28 (+3.48%),"Oct 29, 2024",Waste Management,Industrials,"Jun 30, 1998",NYSE,"41,000",https://www.republicservices.com
BDX,"Becton, Dickinson and Company",225.15,65.08B,19.83B,1.41B,289.04M,4.84,45.01,15.70,$3.80 (1.69%),"Sep 9, 2024","1,965,683",227.00,227.17,223.49 - 227.93,218.75 - 249.89,0.45,Strong Buy,283.00 (+25.69%),"Nov 7, 2024",Medical Instruments & Supplies,Healthcare,"Apr 23, 1962",NYSE,"73,000",https://www.bd.com
AJG,Arthur J. Gallagher & Co.,294.58,64.64B,10.67B,1.17B,219.45M,5.27,55.95,26.66,$2.40 (0.81%),"Dec 6, 2024","948,380",294.63,294.71,292.72 - 296.94,218.63 - 301.04,0.73,Hold,291.42 (-1.07%),"Oct 24, 2024",Insurance Brokers,Financials,1927,NYSE,"52,000",https://www.ajg.com
ADSK,"Autodesk, Inc.",299.15,64.33B,5.81B,1.06B,215.04M,4.88,61.30,35.08,n/a,n/a,"2,298,182",305.06,306.65,297.12 - 305.08,195.32 - 315.73,1.47,Buy,301.26 (+0.71%),"Nov 26, 2024",Software - Application,Technology,1982,NASDAQ,"14,100",https://www.autodesk.com
OKE,"ONEOK, Inc.",109.81,64.15B,19.93B,2.80B,584.18M,4.78,22.99,17.96,$3.96 (3.61%),"Nov 1, 2024","3,474,293",107.77,107.88,107.55 - 110.05,65.49 - 110.05,1.62,Buy,99.40 (-9.48%),"Oct 29, 2024",Oil & Gas Midstream,Energy,1906,NYSE,"4,775",https://www.oneok.com/
GM,General Motors Company,57.04,62.72B,182.72B,10.99B,1.10B,9.25,6.16,6.12,$0.48 (0.84%),"Dec 6, 2024","12,617,642",57.53,57.62,56.95 - 57.83,27.53 - 59.39,1.41,Buy,58.91 (+3.28%),"Oct 22, 2024",Auto Manufacturers,Consumer Discretionary,1908,NYSE,"163,000",https://www.gm.com
RCL,Royal Caribbean Cruises Ltd.,231.49,62.24B,16.06B,2.60B,268.88M,9.97,23.22,16.97,$0.40 (0.17%),"Sep 20, 2024","1,411,424",232.48,233.01,230.48 - 234.25,102.77 - 238.10,2.60,Strong Buy,215.88 (-6.74%),"Oct 29, 2024",Travel Services,Consumer Discretionary,1968,NYSE,"98,200",https://www.rclinvestor.com
CHTR,"Charter Communications, Inc.",389.57,62.06B,54.87B,4.68B,159.30M,31.87,12.22,10.77,n/a,n/a,"970,142",394.71,394.25,387.82 - 396.25,236.08 - 417.30,1.04,Hold,373.76 (-4.06%),"Nov 1, 2024",Telecom Services,Communication Services,"Nov 9, 1999",NASDAQ,"101,100",https://www.corporate.charter.com
AFL,Aflac Incorporated,111.32,61.84B,17.30B,3.81B,555.53M,6.65,16.74,15.81,$2.00 (1.80%),"Nov 20, 2024","2,895,249",109.88,109.68,108.87 - 111.91,75.08 - 115.50,0.96,Hold,99.64 (-10.49%),"Oct 30, 2024",Insurance - Life,Financials,1955,NYSE,"12,785",https://www.aflac.com
TFC,Truist Financial Corporation,46.55,61.80B,14.50B,-1.91B,1.33B,-1.43,n/a,12.51,$2.08 (4.47%),"Nov 8, 2024","5,664,981",46.24,46.25,46.17 - 46.95,31.23 - 47.57,1.03,Buy,45.28 (-2.73%),"Oct 17, 2024",Banks - Regional,Financials,1872,NYSE,"50,832",https://www.truist.com
FCX,Freeport-McMoRan Inc.,42.70,61.36B,25.64B,2.00B,1.44B,1.38,30.94,23.59,$0.60 (1.41%),"Oct 15, 2024","11,097,175",43.50,43.27,42.06 - 43.82,35.47 - 55.24,1.91,Buy,54.50 (+27.64%),"Oct 22, 2024",Copper,Materials,1987,NYSE,"27,200",https://fcx.com
SLB,Schlumberger Limited,43.18,60.98B,36.00B,4.48B,1.41B,3.11,13.88,12.29,$1.10 (2.55%),"Dec 4, 2024","9,631,885",43.36,43.45,42.86 - 43.97,38.66 - 55.69,1.53,Strong Buy,61.18 (+41.69%),"Oct 18, 2024",Oil & Gas Equipment & Services,Energy,1926,NYSE,"111,000",https://www.slb.com
DLR,"Digital Realty Trust, Inc.",179.67,60.75B,5.37B,400.51M,338.11M,1.25,144.04,151.43,$4.88 (2.72%),"Dec 13, 2024","2,998,568",177.50,178.21,177.02 - 180.87,130.00 - 193.88,0.61,Buy,169.47 (-5.68%),"Oct 24, 2024",REIT - Specialty,Real Estate,"Oct 29, 2004",NYSE,"3,664",https://www.digitalrealty.com
KMI,"Kinder Morgan, Inc.",27.27,60.58B,15.15B,2.53B,2.22B,1.13,24.06,22.47,$1.15 (4.22%),"Oct 31, 2024","9,120,768",26.65,26.76,26.65 - 27.32,16.47 - 27.59,0.91,Buy,25.31 (-7.19%),"Oct 16, 2024",Oil & Gas Midstream,Energy,"Feb 16, 2011",NYSE,"10,891",https://www.kindermorgan.com
HLT,Hilton Worldwide Holdings Inc.,248.41,60.56B,4.70B,1.18B,243.78M,4.65,53.41,32.43,$0.60 (0.24%),"Nov 15, 2024","1,851,485",249.29,249.89,246.96 - 250.80,165.25 - 255.86,1.31,Buy,227.11 (-8.57%),"Oct 23, 2024",Lodging,Consumer Discretionary,"Dec 12, 2013",NYSE,"178,000",https://www.hilton.com
TRV,"The Travelers Companies, Inc.",260.82,59.21B,45.34B,4.51B,227.02M,19.49,13.38,12.60,$4.20 (1.61%),"Dec 10, 2024","931,788",257.00,256.52,257.00 - 261.13,170.62 - 269.56,0.63,Hold,246.90 (-5.34%),"Oct 17, 2024",Insurance - Property & Casualty,Financials,"Apr 22, 1996",NYSE,"33,300",https://www.travelers.com
NSC,Norfolk Southern Corporation,261.26,59.11B,12.17B,2.41B,226.24M,10.66,24.50,19.96,$5.40 (2.07%),"Nov 1, 2024","831,329",262.33,264.76,260.29 - 266.40,206.71 - 277.60,1.30,Buy,275.68 (+5.52%),"Oct 22, 2024",Railroads,Industrials,1980,NYSE,"20,700",https://www.norfolksouthern.com
PCAR,PACCAR Inc,112.26,58.86B,34.83B,4.71B,524.30M,8.94,12.56,15.34,$1.20 (1.07%),"Nov 13, 2024","2,389,392",114.78,115.06,111.91 - 115.29,90.04 - 125.50,0.89,Buy,117.40 (+4.58%),"Oct 22, 2024",Farm & Heavy Construction Machinery,Industrials,1905,NASDAQ,"32,400",https://www.paccar.com
PSA,Public Storage,335.01,58.83B,4.70B,1.70B,175.61M,9.64,34.75,32.26,$12.00 (3.58%),"Dec 13, 2024","599,446",330.07,331.79,329.74 - 336.11,251.49 - 369.99,0.69,Buy,339.64 (+1.38%),"Oct 30, 2024",REIT - Industrial,Real Estate,1972,NYSE,"6,200",https://www.publicstorage.com
ROP,"Roper Technologies, Inc.",548.23,58.79B,6.78B,1.48B,107.23M,13.68,40.40,28.05,$3.00 (0.55%),"Oct 8, 2024","580,837",562.78,564.77,547.29 - 565.17,508.22 - 579.10,1.03,Buy,620.80 (+13.24%),"Oct 23, 2024",Software - Application,Technology,"Feb 12, 1992",NASDAQ,"16,800",https://www.ropertech.com
SRE,Sempra,92.19,58.39B,12.92B,2.89B,633.40M,4.54,20.31,18.16,$2.48 (2.69%),"Sep 26, 2024","2,286,935",90.44,90.44,90.25 - 92.28,66.40 - 93.12,0.76,Strong Buy,89.00 (-3.46%),"Nov 6, 2024",Utilities - Diversified,Utilities,1998,NYSE,"30,705",https://www.sempra.com
MET,"MetLife, Inc.",83.33,57.70B,71.34B,3.56B,692.42M,4.92,16.93,8.86,$2.20 (2.64%),"Nov 5, 2024","2,162,223",82.43,82.60,82.43 - 83.78,61.85 - 86.95,1.04,Strong Buy,87.77 (+5.33%),"Oct 30, 2024",Insurance - Life,Financials,1863,NYSE,"45,000",https://www.metlife.com
GWW,"W.W. Grainger, Inc.","1,178.33",57.38B,16.93B,1.83B,48.70M,36.88,31.95,28.34,$8.20 (0.70%),"Nov 8, 2024","232,113","1,174.01","1,176.01","1,169.37 - 1,179.17","772.13 - 1,227.66",1.15,Hold,"1,086.50 (-7.79%)","Oct 31, 2024",Industrial Distribution,Industrials,1927,NYSE,"26,000",https://www.grainger.com
BK,The Bank of New York Mellon Corporation,78.29,56.92B,17.80B,3.35B,727.08M,4.43,17.69,12.39,$1.88 (2.40%),"Oct 21, 2024","4,211,747",77.49,77.57,77.49 - 78.43,46.68 - 80.29,1.06,Buy,77.23 (-1.35%),"Jan 15, 2025",Banks - Diversified,Financials,1784,NYSE,"53,400",https://www.bny.com
JCI,Johnson Controls International plc,84.40,56.38B,22.95B,1.71B,668.01M,2.52,40.58,24.22,$1.48 (1.75%),"Sep 25, 2024","3,143,192",84.58,85.14,84.30 - 85.23,51.41 - 87.16,1.31,Buy,76.60 (-9.24%),"Nov 6, 2024",Building Products & Equipment,Industrials,1885,NYSE,"100,000",https://www.johnsoncontrols.com
NXPI,NXP Semiconductors N.V.,217.04,55.16B,12.93B,2.71B,254.16M,10.47,20.73,17.58,$4.06 (1.87%),"Sep 12, 2024","2,784,510",221.83,223.96,216.60 - 223.96,198.00 - 296.08,1.49,Buy,275.11 (+26.76%),"Nov 4, 2024",Semiconductors,Technology,"Aug 6, 2010",NASDAQ,"34,200",https://www.nxp.com
FICO,Fair Isaac Corporation,"2,261.00",55.05B,1.72B,512.81M,24.35M,20.45,110.56,75.90,n/a,n/a,"174,656","2,295.05","2,323.17","2,246.32 - 2,295.05","1,028.59 - 2,402.52",1.35,Buy,"1,964.92 (-13.1%)","Nov 6, 2024",Software - Application,Technology,"Jul 22, 1987",NYSE,"3,455",https://www.fico.com
URI,"United Rentals, Inc.",836.00,54.86B,14.98B,2.57B,65.62M,38.25,21.85,18.34,$6.52 (0.78%),"Nov 13, 2024","477,869",849.46,849.60,835.11 - 853.07,454.71 - 896.98,1.68,Buy,730.27 (-12.65%),"Oct 23, 2024",Rental & Leasing Services,Industrials,"Dec 18, 1997",NYSE,"26,300",https://www.unitedrentals.com
CPRT,"Copart, Inc.",56.67,54.59B,4.24B,1.36B,963.37M,1.40,40.48,36.40,n/a,n/a,"3,041,088",57.20,57.34,56.46 - 57.36,46.21 - 58.58,1.27,Hold,53.00 (-6.48%),"Nov 21, 2024",Specialty Business Services,Industrials,"Mar 16, 1994",NASDAQ,"11,700",https://www.copart.com
AMP,"Ameriprise Financial, Inc.",562.44,54.56B,17.45B,2.71B,97.01M,26.03,21.60,14.92,$5.92 (1.05%),"Nov 4, 2024","527,848",562.21,561.54,559.27 - 567.48,343.98 - 569.47,1.33,Buy,476.60 (-15.26%),"Oct 23, 2024",Asset Management,Financials,"Oct 3, 2005",NYSE,"13,800",https://www.ameriprise.com
PSX,Phillips 66,130.91,54.06B,147.74B,3.36B,412.99M,7.83,16.71,14.84,$4.60 (3.51%),"Nov 18, 2024","1,797,263",129.57,129.76,129.25 - 131.72,114.17 - 174.08,1.32,Buy,149.69 (+14.35%),"Oct 29, 2024",Oil & Gas Refining & Marketing,Energy,"May 1, 2012",NYSE,"14,000",https://www.phillips66.com
AZO,"AutoZone, Inc.","3,107.53",52.53B,18.49B,2.66B,16.90M,149.55,20.78,19.96,n/a,n/a,"117,884","3,133.00","3,136.06","3,100.09 - 3,150.79","2,510.00 - 3,256.37",0.71,Strong Buy,"3,213.47 (+3.41%)","Dec 3, 2024",Specialty Retail,Consumer Discretionary,"Apr 1, 1991",NYSE,"119,000",https://www.autozone.com
DHI,"D.R. Horton, Inc.",161.61,52.37B,36.80B,4.76B,324.03M,14.34,11.27,11.41,$1.60 (0.99%),"Nov 12, 2024","2,060,136",161.75,163.74,161.00 - 163.38,125.28 - 199.85,1.74,Buy,185.21 (+14.6%),"Oct 29, 2024",Residential Construction,Consumer Discretionary,"Jun 5, 1992",NYSE,"13,450",https://www.drhorton.com
ALL,The Allstate Corporation,196.88,52.13B,62.43B,4.11B,264.80M,15.45,12.75,10.63,$3.68 (1.87%),"Aug 30, 2024","1,181,181",196.02,195.78,196.02 - 198.30,132.74 - 201.00,0.48,Strong Buy,215.00 (+9.2%),"Oct 30, 2024",Insurance - Property & Casualty,Financials,"Jun 2, 1993",NYSE,"53,000",https://www.allstate.com
FANG,"Diamondback Energy, Inc.",176.60,51.57B,9.16B,3.20B,291.99M,17.29,10.21,11.80,$3.24 (1.84%),"Nov 14, 2024","2,094,471",182.42,182.42,176.00 - 183.99,145.70 - 214.50,1.87,Buy,214.40 (+21.4%),"Nov 4, 2024",Oil & Gas Exploration & Production,Energy,"Oct 12, 2012",NASDAQ,"1,032",https://www.diamondbackenergy.com
PAYX,"Paychex, Inc.",142.96,51.45B,5.31B,1.70B,359.90M,4.69,30.48,28.31,$3.92 (2.74%),"Nov 7, 2024","1,625,488",145.81,145.84,142.73 - 145.81,114.72 - 150.71,0.99,Hold,130.77 (-8.53%),"Dec 19, 2024",Software - Application,Technology,1979,NASDAQ,"16,600",https://www.paychex.com
AEP,"American Electric Power Company, Inc.",96.31,51.29B,19.60B,2.64B,532.57M,4.97,19.37,16.18,$3.72 (3.86%),"Nov 8, 2024","5,557,377",94.12,93.76,93.81 - 96.44,75.22 - 105.18,0.54,Hold,97.07 (+0.79%),"Nov 6, 2024",Utilities - Regulated Electric,Utilities,1906,NASDAQ,"17,250",https://www.aep.com
MPC,Marathon Petroleum Corporation,157.52,50.63B,142.67B,4.52B,321.39M,12.73,12.38,17.72,$3.64 (2.31%),"Nov 20, 2024","1,310,080",156.01,158.14,156.01 - 160.00,140.98 - 221.11,1.37,Buy,184.77 (+17.3%),"Nov 5, 2024",Oil & Gas Refining & Marketing,Energy,"Jul 1, 2011",NYSE,"18,200",https://www.marathonpetroleum.com
MNST,Monster Beverage Corporation,52.00,50.57B,7.41B,1.61B,972.52M,1.56,33.36,28.79,n/a,n/a,"10,599,498",55.44,55.96,51.98 - 55.50,43.32 - 61.23,0.74,Buy,55.53 (+6.79%),"Nov 7, 2024",Beverages - Non-Alcoholic,Consumer Staples,1985,NASDAQ,"6,003",https://www.monsterbevcorp.com
CMI,Cummins Inc.,361.85,49.64B,34.20B,2.10B,137.18M,14.95,24.21,16.47,$7.28 (2.01%),"Nov 22, 2024","424,681",362.92,363.73,360.29 - 365.33,220.02 - 370.21,0.97,Buy,328.92 (-9.1%),"Nov 5, 2024",Specialty Industrial Machinery,Industrials,1919,NYSE,"75,500",https://www.cummins.com
O,Realty Income Corporation,56.54,49.64B,5.01B,866.69M,877.89M,1.04,54.12,35.43,$3.16 (5.59%),"Nov 1, 2024","7,980,779",56.08,56.07,55.95 - 56.62,50.65 - 64.88,1.00,Buy,63.71 (+12.68%),"Nov 4, 2024",REIT - Retail,Real Estate,1969,NYSE,418,https://www.realtyincome.com
D,"Dominion Energy, Inc.",57.63,48.41B,14.59B,2.39B,840.01M,2.84,21.26,17.96,$2.67 (4.63%),"Nov 29, 2024","4,817,878",56.20,56.19,56.00 - 57.66,43.53 - 61.97,0.60,Hold,55.91 (-2.98%),"Nov 1, 2024",Utilities - Regulated Electric,Utilities,1983,NYSE,"17,700",https://www.dominionenergy.com
VST,Vistra Corp.,142.15,48.36B,16.27B,1.85B,340.23M,5.20,27.36,18.52,$0.89 (0.62%),"Dec 20, 2024","3,553,521",137.60,138.46,137.03 - 142.57,34.25 - 149.80,1.11,Strong Buy,135.89 (-4.4%),"Nov 7, 2024",Utilities - Independent Power Producers,Utilities,1882,NYSE,"4,870",https://vistracorp.com
PWR,"Quanta Services, Inc.",323.33,47.73B,22.90B,810.61M,147.61M,5.41,59.77,32.06,$0.36 (0.11%),"Oct 1, 2024","901,953",320.37,323.87,320.00 - 325.29,180.97 - 335.00,1.01,Strong Buy,314.36 (-2.77%),"Oct 31, 2024",Engineering & Construction,Industrials,"Feb 12, 1998",NYSE,"52,500",https://www.quantaservices.com
FIS,"Fidelity National Information Services, Inc.",87.82,47.28B,10.03B,1.42B,538.35M,2.51,91.29,15.88,$1.44 (1.64%),"Dec 9, 2024","2,655,967",87.97,88.46,86.97 - 88.61,53.79 - 91.98,1.07,Buy,88.57 (+0.85%),"Nov 4, 2024",Information Technology Services,Technology,1968,NYSE,"60,000",https://www.fisglobal.com
AIG,"American International Group, Inc.",75.77,47.26B,45.30B,-2.24B,623.77M,-3.34,13.35,12.42,$1.60 (2.11%),"Dec 16, 2024","3,023,121",75.89,75.75,75.38 - 76.86,63.79 - 80.83,1.07,Buy,84.13 (+11.03%),"Nov 4, 2024",Insurance - Diversified,Financials,1919,NYSE,"25,200",https://www.aig.com
COR,"Cencora, Inc.",240.24,47.09B,293.96B,1.51B,196.01M,7.53,31.90,16.10,$2.04 (0.85%),"Aug 9, 2024","1,839,591",242.45,242.86,237.48 - 243.94,194.49 - 251.56,0.44,Buy,265.91 (+10.69%),"Nov 6, 2024",Medical Distribution,Healthcare,2001,NYSE,"46,000",https://www.cencora.com
FAST,Fastenal Company,81.85,46.89B,7.48B,1.15B,572.89M,2.02,40.56,38.43,$1.56 (1.91%),"Oct 25, 2024","2,269,289",82.02,82.16,81.51 - 82.22,59.47 - 84.88,0.98,Buy,76.55 (-6.48%),"Oct 11, 2024",Industrial Distribution,Industrials,1967,NASDAQ,"23,201",https://www.fastenal.com
OXY,Occidental Petroleum Corporation,49.97,46.89B,27.14B,3.71B,938.34M,3.84,13.68,15.76,$0.88 (1.76%),"Sep 10, 2024","11,506,867",50.47,50.67,49.71 - 50.60,48.42 - 71.19,1.61,Hold,62.53 (+25.14%),"Nov 12, 2024",Oil & Gas Exploration & Production,Energy,1920,NYSE,"12,570",https://www.oxy.com
LHX,"L3Harris Technologies, Inc.",247.00,46.85B,21.14B,1.21B,189.67M,6.33,39.02,17.70,$4.64 (1.88%),"Nov 18, 2024","1,909,237",247.52,248.16,245.53 - 250.29,184.34 - 265.74,0.73,Buy,270.46 (+9.5%),"Oct 24, 2024",Aerospace & Defense,Industrials,1895,NYSE,"50,000",https://www.l3harris.com
ROST,"Ross Stores, Inc.",140.69,46.68B,21.09B,2.07B,331.76M,6.20,22.68,22.10,$1.47 (1.05%),"Sep 10, 2024","2,744,345",142.34,142.33,140.21 - 143.20,126.71 - 163.60,1.10,Buy,168.06 (+19.45%),"Nov 21, 2024",Apparel Retail,Consumer Discretionary,1982,NASDAQ,"108,000",https://www.rossstores.com
MSCI,MSCI Inc.,593.86,46.54B,2.80B,1.21B,78.37M,15.23,38.98,35.99,$6.40 (1.08%),"Nov 15, 2024","525,037",599.44,604.54,593.40 - 603.73,439.95 - 631.70,1.11,Buy,634.00 (+6.76%),"Oct 29, 2024",Financial Data & Stock Exchanges,Financials,"Nov 15, 2007",NYSE,"5,794",https://www.msci.com
NEM,Newmont Corporation,40.93,46.39B,16.99B,-1.21B,1.13B,-1.10,n/a,10.22,$1.00 (2.44%),"Nov 27, 2024","11,725,678",41.05,40.68,40.60 - 41.31,29.42 - 58.72,0.53,Buy,52.86 (+29.15%),"Oct 23, 2024",Gold,Materials,1916,NYSE,"21,700",https://www.newmont.com
ODFL,"Old Dominion Freight Line, Inc.",215.57,46.02B,5.92B,1.25B,213.50M,5.72,37.68,39.19,$1.04 (0.48%),"Dec 4, 2024","1,657,001",223.15,223.43,215.13 - 223.15,165.49 - 233.26,0.99,Hold,200.35 (-7.06%),"Oct 23, 2024",Trucking,Industrials,"Oct 24, 1991",NASDAQ,"22,902",https://www.odfl.com
LEN,Lennar Corporation,168.85,45.80B,36.46B,4.15B,271.24M,15.10,11.18,11.25,$2.00 (1.18%),"Oct 9, 2024","1,405,245",168.65,169.80,167.94 - 170.49,125.17 - 193.80,1.62,Buy,184.87 (+9.49%),"Dec 12, 2024",Residential Construction,Consumer Discretionary,1954,NYSE,"12,284",https://www.lennar.com
AXON,"Axon Enterprise, Inc.",599.35,45.70B,1.94B,297.36M,76.25M,3.85,155.58,104.16,n/a,n/a,"682,738",599.53,604.56,594.42 - 601.77,222.28 - 624.84,0.94,Strong Buy,434.54 (-27.5%),"Nov 7, 2024",Aerospace & Defense,Industrials,1993,NASDAQ,"4,260",https://www.axon.com
KVUE,Kenvue Inc.,23.82,45.67B,15.46B,1.06B,1.92B,0.55,43.10,19.84,$0.82 (3.44%),"Nov 13, 2024","13,335,958",23.52,23.61,23.44 - 24.13,17.67 - 24.13,n/a,Buy,22.64 (-4.95%),"Nov 7, 2024",Household & Personal Products,Consumer Staples,"May 4, 2023",NYSE,"22,000",https://www.kenvue.com
HWM,Howmet Aerospace Inc.,112.01,45.51B,7.27B,1.08B,406.26M,2.60,43.05,37.16,$0.32 (0.29%),"Nov 8, 2024","2,221,621",112.30,113.22,111.14 - 113.06,51.22 - 116.74,1.29,Buy,115.33 (+2.96%),"Nov 6, 2024",Aerospace & Defense,Industrials,1888,NYSE,"23,000",https://www.howmet.com
PRU,"Prudential Financial, Inc.",127.41,45.36B,72.97B,4.06B,356.00M,11.26,11.32,8.78,$5.20 (4.08%),"Aug 20, 2024","1,430,448",125.91,125.75,125.91 - 128.09,93.32 - 129.13,1.28,Hold,125.17 (-1.76%),"Oct 30, 2024",Insurance - Life,Financials,1875,NYSE,"40,658",https://www.prudential.com
NDAQ,"Nasdaq, Inc.",78.76,45.27B,7.02B,959.00M,574.76M,1.68,46.84,25.73,$0.96 (1.22%),"Dec 6, 2024","3,544,839",78.23,78.06,78.23 - 78.92,53.36 - 80.77,0.96,Buy,80.87 (+2.68%),"Oct 24, 2024",Financial Data & Stock Exchanges,Financials,"Jul 1, 2002",NASDAQ,"8,525",https://www.nasdaq.com
CCI,Crown Castle Inc.,103.80,45.11B,6.59B,1.23B,434.60M,2.82,36.81,45.23,$6.26 (6.03%),"Sep 13, 2024","2,293,370",102.80,102.92,102.71 - 104.16,92.48 - 120.92,0.87,Hold,116.07 (+11.82%),"Oct 16, 2024",REIT - Specialty,Real Estate,"Aug 14, 1998",NYSE,"4,700",https://www.crowncastle.com
PCG,PG&E Corporation,21.04,44.97B,24.83B,2.75B,2.14B,1.28,16.44,14.94,$0.04 (0.19%),"Sep 30, 2024","21,825,133",20.86,20.99,20.83 - 21.12,15.94 - 21.51,1.03,Strong Buy,22.64 (+7.61%),"Nov 7, 2024",Utilities - Regulated Electric,Utilities,1905,NYSE,"28,010",https://www.pgecorp.com
HES,Hess Corporation,145.64,44.73B,12.46B,2.64B,307.10M,8.57,16.99,19.68,$2.00 (1.37%),"Sep 16, 2024","1,940,049",144.67,145.06,144.18 - 146.06,123.79 - 163.98,1.16,Buy,163.90 (+12.54%),"Oct 30, 2024",Oil & Gas Exploration & Production,Energy,1920,NYSE,"1,756",https://www.hess.com
KMB,Kimberly-Clark Corporation,134.08,44.71B,20.10B,2.61B,333.49M,7.72,17.37,18.09,$4.88 (3.64%),"Sep 6, 2024","3,199,105",131.57,131.68,131.50 - 135.20,117.67 - 149.31,0.41,Buy,149.93 (+11.82%),"Oct 22, 2024",Household & Personal Products,Consumer Staples,1910,NYSE,"41,000",https://www.kimberly-clark.com
AME,"AMETEK, Inc.",193.10,44.67B,6.91B,1.33B,231.31M,5.74,33.64,26.71,$1.12 (0.58%),"Sep 16, 2024","1,144,746",193.30,193.75,192.50 - 194.64,149.03 - 196.70,1.16,Buy,204.50 (+5.9%),"Oct 31, 2024",Specialty Industrial Machinery,Industrials,1930,NYSE,"21,500",https://www.ametek.com
TEL,TE Connectivity plc,148.35,44.38B,15.85B,3.19B,299.16M,10.34,14.35,18.31,$2.60 (1.75%),"Feb 21, 2025","1,722,572",152.08,153.25,148.08 - 152.12,128.52 - 159.98,1.33,Buy,159.55 (+7.55%),"Oct 30, 2024",Electronic Components,Technology,"Jul 2, 2007",NYSE,"90,000",https://www.te.com
VLO,Valero Energy Corporation,140.16,44.37B,128.73B,3.68B,316.59M,11.21,12.50,16.21,$4.28 (3.05%),"Nov 20, 2024","2,258,445",139.45,140.02,138.82 - 142.48,120.21 - 184.79,1.37,Buy,154.23 (+10.04%),"Oct 24, 2024",Oil & Gas Refining & Marketing,Energy,1980,NYSE,"9,908",https://www.valero.com
PEG,Public Service Enterprise Group Incorporated,88.99,44.34B,10.43B,2.03B,498.23M,4.07,21.86,22.17,$2.40 (2.70%),"Sep 9, 2024","1,554,599",86.94,87.00,86.58 - 89.05,56.85 - 92.20,0.63,Buy,85.14 (-4.33%),"Nov 4, 2024",Utilities - Regulated Electric,Utilities,1903,NYSE,"12,543",
DFS,Discover Financial Services,176.07,44.21B,11.69B,3.11B,251.07M,12.39,14.21,14.06,$2.80 (1.59%),"Nov 21, 2024","3,174,456",174.57,173.83,174.55 - 177.36,84.67 - 188.26,1.40,Buy,141.13 (-19.84%),"Oct 16, 2024",Credit Services,Financials,"Jul 2, 2007",NYSE,"21,100",https://www.discover.com
F,Ford Motor Company,11.01,43.76B,182.74B,3.53B,3.97B,0.88,12.54,6.36,$0.60 (5.45%),"Nov 7, 2024","48,183,234",11.05,11.07,10.98 - 11.15,9.49 - 14.85,1.64,Hold,12.02 (+9.17%),"Oct 28, 2024",Auto Manufacturers,Consumer Discretionary,1903,NYSE,"177,000",https://www.ford.com
STZ,"Constellation Brands, Inc.",237.51,43.12B,10.19B,579.50M,181.54M,3.16,75.22,16.41,$4.04 (1.70%),"Nov 5, 2024","1,426,602",241.39,242.00,236.34 - 242.25,224.76 - 274.87,0.89,Buy,286.94 (+20.81%),"Jan 3, 2025",Beverages - Brewers,Consumer Staples,"Jan 1, 1987",NYSE,"10,600",https://www.cbrands.com
