symbol,name,price,market_cap,revenue_ttm,net_income_ttm,shares_out,eps_ttm,pe_ratio,forward_pe,dividend,ex_dividend_date,volume,open,previous_close,days_range,52_week_range,beta,analysts,price_target,earnings_date,industry,sector,ipo_date,stock_exchange,employees,website
CSX,CSX Corporation,36.69,70.75B,14.68B,3.67B,1.93B,1.88,19.53,18.83,$0.48 (1.31%),"Nov 29, 2024","8,959,635",36.47,36.62,36.04 - 36.82,31.65 - 40.12,1.19,Buy,38.78 (+5.7%),"Oct 16, 2024",Railroads,Industrials,1978,NASDAQ,"23,000",https://www.csx.com
ECL,Ecolab Inc.,247.38,70.05B,15.67B,2.04B,283.16M,7.13,34.70,34.08,$2.28 (0.92%),"Sep 17, 2024","589,657",246.48,246.92,245.30 - 249.26,187.86 - 262.61,1.14,Buy,274.59 (+11.0%),"Oct 29, 2024",Specialty Chemicals,Materials,1923,NYSE,"48,000",https://www.ecolab.com
CARR,Carrier Global Corporation,76.94,69.03B,24.80B,3.47B,897.23M,3.85,19.96,26.56,$0.76 (0.99%),"Oct 25, 2024","4,088,360",78.22,78.87,76.16 - 78.51,51.20 - 83.32,1.21,Buy,80.93 (+5.19%),"Oct 24, 2024",Building Products & Equipment,Industrials,2019,NYSE,"53,000",https://www.corporate.carrier.com
SPG,"Simon Property Group, Inc.",183.46,68.88B,5.91B,2.45B,375.47M,7.51,24.46,29.57,$8.40 (4.57%),"Dec 9, 2024","1,002,382",180.59,180.11,179.99 - 183.92,120.50 - 183.96,1.77,Buy,162.78 (-11.27%),"Nov 1, 2024",REIT - Retail,Real Estate,"Dec 13, 1993",NYSE,"3,000",https://www.simon.com
AJG,Arthur J. Gallagher & Co.,312.96,68.68B,10.67B,1.17B,219.45M,5.27,59.44,28.34,$2.40 (0.77%),"Dec 6, 2024","968,077",308.23,306.39,307.10 - 314.43,218.63 - 314.43,0.73,Hold,293.69 (-6.16%),"Oct 24, 2024",Insurance Brokers,Financials,1927,NYSE,"52,000",https://www.ajg.com
RSG,"Republic Services, Inc.",218.75,68.50B,15.82B,1.97B,313.15M,6.26,34.95,33.53,$2.32 (1.06%),"Jan 2, 2025","809,722",218.97,217.86,217.77 - 219.94,159.10 - 219.94,0.71,Buy,215.28 (-1.59%),"Oct 29, 2024",Waste Management,Industrials,"Jun 30, 1998",NYSE,"41,000",https://www.republicservices.com
ADSK,"Autodesk, Inc.",317.96,68.37B,5.81B,1.06B,215.04M,4.88,65.15,37.20,n/a,n/a,"2,326,131",320.79,319.39,316.56 - 320.88,195.32 - 326.62,1.47,Buy,314.90 (-0.96%),"Nov 26, 2024",Software - Application,Technology,1982,NASDAQ,"14,100",https://www.autodesk.com
OKE,"ONEOK, Inc.",113.45,66.28B,19.93B,2.80B,584.18M,4.78,23.75,18.66,$3.96 (3.49%),"Nov 1, 2024","3,785,302",112.45,111.52,111.90 - 114.14,65.49 - 118.07,1.62,Buy,99.40 (-12.38%),"Oct 29, 2024",Oil & Gas Midstream,Energy,1906,NYSE,"4,775",https://www.oneok.com/
RCL,Royal Caribbean Cruises Ltd.,244.50,65.74B,16.06B,2.60B,268.88M,9.97,24.53,17.89,$0.40 (0.16%),"Sep 20, 2024","1,347,919",241.50,240.39,240.99 - 245.91,105.37 - 245.91,2.60,Strong Buy,220.24 (-9.92%),"Oct 29, 2024",Travel Services,Consumer Discretionary,1968,NYSE,"98,200",https://www.rclinvestor.com
DLR,"Digital Realty Trust, Inc.",194.02,65.60B,5.37B,400.51M,338.11M,1.25,155.54,161.27,$4.88 (2.52%),"Dec 13, 2024","1,405,858",192.62,192.82,191.19 - 194.31,130.00 - 194.31,0.61,Buy,170.37 (-12.19%),"Oct 24, 2024",REIT - Specialty,Real Estate,"Oct 29, 2004",NYSE,"3,664",https://www.digitalrealty.com
BDX,"Becton, Dickinson and Company",224.25,64.82B,19.83B,1.41B,289.04M,4.84,46.28,15.62,$3.80 (1.70%),"Sep 9, 2024","1,457,509",225.32,225.48,222.74 - 225.56,218.75 - 249.89,0.45,Strong Buy,283.00 (+26.2%),"Nov 7, 2024",Medical Instruments & Supplies,Healthcare,"Apr 23, 1962",NYSE,"73,000",https://www.bd.com
AFL,Aflac Incorporated,114.02,63.34B,17.30B,3.81B,555.53M,6.65,17.18,16.22,$2.00 (1.75%),"Nov 20, 2024","771,664",112.73,113.20,112.33 - 114.32,75.08 - 115.50,0.96,Hold,99.64 (-12.61%),"Oct 30, 2024",Insurance - Life,Financials,1955,NYSE,"12,785",https://www.aflac.com
TFC,Truist Financial Corporation,47.70,63.32B,14.50B,-1.91B,1.33B,-1.43,n/a,12.80,$2.08 (4.36%),"Nov 8, 2024","4,765,939",48.16,48.10,47.68 - 48.29,31.23 - 49.06,1.03,Buy,45.95 (-3.67%),"Jan 17, 2025",Banks - Regional,Financials,1872,NYSE,"50,832",https://www.truist.com
FCX,Freeport-McMoRan Inc.,43.48,62.48B,25.64B,2.00B,1.44B,1.38,31.50,23.27,$0.60 (1.38%),"Oct 15, 2024","9,800,284",43.96,44.38,43.12 - 44.08,36.04 - 55.24,1.91,Buy,54.50 (+25.35%),"Oct 22, 2024",Copper,Materials,1987,NYSE,"27,200",https://fcx.com
NSC,Norfolk Southern Corporation,276.09,62.46B,12.17B,2.41B,226.24M,10.66,25.89,21.09,$5.40 (1.96%),"Nov 1, 2024","948,337",274.57,275.93,271.69 - 276.55,206.71 - 277.60,1.30,Buy,275.68 (-0.15%),"Oct 22, 2024",Railroads,Industrials,1980,NYSE,"20,700",https://www.norfolksouthern.com
KMI,"Kinder Morgan, Inc.",28.09,62.41B,15.15B,2.53B,2.22B,1.13,24.78,23.25,$1.15 (4.09%),"Oct 31, 2024","8,434,182",27.86,27.85,27.86 - 28.24,16.47 - 28.81,0.91,Buy,25.57 (-8.97%),"Jan 15, 2025",Oil & Gas Midstream,Energy,"Feb 16, 2011",NYSE,"10,891",https://www.kindermorgan.com
CHTR,"Charter Communications, Inc.",390.29,62.17B,54.87B,4.68B,159.30M,31.87,12.25,10.79,n/a,n/a,"1,138,546",388.00,384.47,382.73 - 394.20,236.08 - 415.27,1.04,Hold,373.00 (-4.43%),"Nov 1, 2024",Telecom Services,Communication Services,"Nov 9, 1999",NASDAQ,"101,100",https://www.corporate.charter.com
HLT,Hilton Worldwide Holdings Inc.,253.00,61.68B,4.70B,1.18B,243.78M,4.65,54.40,33.03,$0.60 (0.24%),"Nov 15, 2024","823,235",253.73,253.63,251.94 - 254.51,165.25 - 255.86,1.31,Buy,227.11 (-10.23%),"Oct 23, 2024",Lodging,Consumer Discretionary,"Dec 12, 2013",NYSE,"178,000",https://www.hilton.com
PSA,Public Storage,350.04,61.47B,4.70B,1.70B,175.61M,9.64,36.43,33.81,$12.00 (3.42%),"Dec 13, 2024","483,109",347.08,347.83,344.21 - 351.66,253.98 - 369.99,0.69,Buy,339.64 (-2.97%),"Oct 30, 2024",REIT - Industrial,Real Estate,1972,NYSE,"6,200",https://www.publicstorage.com
CPRT,"Copart, Inc.",63.80,61.46B,4.36B,1.39B,963.37M,1.43,44.62,39.89,n/a,n/a,"3,611,500",63.75,63.75,63.37 - 64.19,46.21 - 64.19,1.27,Hold,55.67 (-12.74%),"Nov 21, 2024",Specialty Business Services,Industrials,"Mar 16, 1994",NASDAQ,"11,700",https://www.copart.com
SLB,Schlumberger Limited,43.48,61.40B,36.00B,4.48B,1.41B,3.11,13.98,12.37,$1.10 (2.53%),"Dec 4, 2024","8,665,378",43.87,43.75,43.18 - 43.87,38.66 - 55.69,1.53,Strong Buy,61.18 (+40.71%),"Jan 17, 2025",Oil & Gas Equipment & Services,Energy,1926,NYSE,"111,000",https://www.slb.com
MET,"MetLife, Inc.",87.76,60.77B,71.34B,3.56B,692.42M,4.92,17.83,9.35,$2.20 (2.51%),"Nov 5, 2024","2,051,040",87.03,87.34,86.36 - 87.88,62.89 - 87.88,1.04,Strong Buy,89.17 (+1.61%),"Oct 30, 2024",Insurance - Life,Financials,1863,NYSE,"45,000",https://www.metlife.com
PCAR,PACCAR Inc,115.82,60.72B,34.83B,4.71B,524.30M,8.94,12.96,15.84,$1.20 (1.04%),"Nov 13, 2024","1,917,860",115.83,116.54,114.59 - 116.26,90.04 - 125.50,0.89,Buy,118.60 (+2.4%),"Oct 22, 2024",Farm & Heavy Construction Machinery,Industrials,1905,NASDAQ,"32,400",https://www.paccar.com
ROP,"Roper Technologies, Inc.",561.89,60.25B,6.78B,1.48B,107.23M,13.68,41.09,28.74,$3.00 (0.53%),"Oct 8, 2024","354,616",559.31,557.94,553.82 - 562.24,508.22 - 579.10,1.03,Buy,620.80 (+10.48%),"Oct 23, 2024",Software - Application,Technology,"Feb 12, 1992",NASDAQ,"16,800",https://www.ropertech.com
GM,General Motors Company,54.79,60.25B,182.72B,10.99B,1.10B,9.25,5.92,5.88,$0.48 (0.88%),"Dec 6, 2024","22,913,615",57.65,60.20,54.73 - 58.32,28.33 - 61.24,1.41,Buy,58.91 (+7.52%),"Oct 22, 2024",Auto Manufacturers,Consumer Discretionary,1908,NYSE,"163,000",https://www.gm.com
TRV,"The Travelers Companies, Inc.",263.77,59.88B,45.34B,4.51B,227.02M,19.49,13.53,12.73,$4.20 (1.59%),"Dec 10, 2024","872,436",262.70,261.22,260.07 - 264.12,175.88 - 269.56,0.63,Hold,246.90 (-6.4%),"Jan 17, 2025",Insurance - Property & Casualty,Financials,"Apr 22, 1996",NYSE,"33,300",https://www.travelers.com
GWW,"W.W. Grainger, Inc.","1,217.30",59.28B,16.93B,1.83B,48.70M,36.88,33.00,29.25,$8.20 (0.67%),"Nov 8, 2024","132,147","1,216.54","1,215.76","1,201.88 - 1,219.69","772.13 - 1,227.66",1.15,Hold,"1,109.00 (-8.9%)","Oct 31, 2024",Industrial Distribution,Industrials,1927,NYSE,"26,000",https://www.grainger.com
BK,The Bank of New York Mellon Corporation,81.27,59.09B,17.80B,3.35B,727.08M,4.43,18.36,12.86,$1.88 (2.31%),"Oct 21, 2024","2,429,285",80.91,81.22,80.26 - 81.40,46.81 - 81.62,1.06,Buy,78.15 (-3.84%),"Jan 15, 2025",Banks - Diversified,Financials,1784,NYSE,"53,400",https://www.bny.com
SRE,Sempra,93.29,59.09B,12.92B,2.89B,633.40M,4.54,20.55,18.38,$2.48 (2.66%),"Sep 26, 2024","3,835,490",94.69,94.77,92.88 - 94.69,66.40 - 95.77,0.76,Strong Buy,89.00 (-4.6%),"Nov 6, 2024",Utilities - Diversified,Utilities,1998,NYSE,"30,705",https://www.sempra.com
TGT,Target Corporation,126.55,58.12B,107.57B,4.37B,459.24M,9.43,13.42,14.04,$4.48 (3.54%),"Nov 20, 2024","8,894,524",129.30,130.53,126.50 - 129.62,120.21 - 181.86,1.24,Buy,160.35 (+26.71%),"Nov 20, 2024",Discount Stores,Consumer Staples,1902,NYSE,"415,000",https://corporate.target.com
NXPI,NXP Semiconductors N.V.,228.66,58.12B,12.93B,2.71B,254.16M,10.47,22.33,18.98,$4.06 (1.77%),"Sep 12, 2024","2,413,356",237.00,233.85,226.75 - 238.76,198.36 - 296.08,1.49,Buy,273.79 (+19.74%),"Nov 4, 2024",Semiconductors,Technology,"Aug 6, 2010",NASDAQ,"34,200",https://www.nxp.com
FICO,Fair Isaac Corporation,"2,382.40",58.01B,1.72B,512.81M,24.35M,20.45,116.54,79.99,n/a,n/a,"86,744","2,354.64","2,360.22","2,352.41 - 2,390.45","1,067.36 - 2,402.52",1.35,Buy,"1,964.92 (-17.52%)","Nov 6, 2024",Software - Application,Technology,"Jul 22, 1987",NYSE,"3,455",https://www.fico.com
URI,"United Rentals, Inc.",873.17,57.30B,14.98B,2.57B,65.62M,38.25,22.83,19.15,$6.52 (0.75%),"Nov 13, 2024","272,335",860.64,864.39,852.50 - 873.94,454.71 - 896.98,1.68,Buy,739.63 (-15.29%),"Oct 23, 2024",Rental & Leasing Services,Industrials,"Dec 18, 1997",NYSE,"26,300",https://www.unitedrentals.com
AMP,"Ameriprise Financial, Inc.",574.01,55.69B,17.45B,2.71B,97.01M,26.03,22.05,15.20,$5.92 (1.03%),"Nov 4, 2024","235,335",570.28,570.21,565.54 - 574.54,345.43 - 577.00,1.33,Buy,489.00 (-14.81%),"Jan 22, 2025",Asset Management,Financials,"Oct 3, 2005",NYSE,"13,800",https://www.ameriprise.com
JCI,Johnson Controls International plc,83.75,55.46B,22.95B,1.71B,662.19M,2.52,40.07,23.86,$1.48 (1.77%),"Sep 25, 2024","2,870,112",83.03,83.34,82.32 - 84.12,51.70 - 87.16,1.31,Buy,76.60 (-8.54%),"Nov 6, 2024",Building Products & Equipment,Industrials,1885,NYSE,"94,000",https://www.johnsoncontrols.com
PSX,Phillips 66,134.25,55.44B,147.74B,3.36B,412.99M,7.83,17.14,15.14,$4.60 (3.43%),"Nov 18, 2024","1,853,631",133.28,133.28,132.56 - 134.39,117.74 - 174.08,1.32,Buy,149.69 (+11.5%),"Oct 29, 2024",Oil & Gas Refining & Marketing,Energy,"May 1, 2012",NYSE,"14,000",https://www.phillips66.com
VST,Vistra Corp.,162.66,55.34B,16.27B,1.85B,340.23M,5.20,31.31,21.22,$0.89 (0.54%),"Dec 20, 2024","4,576,031",154.38,154.14,153.61 - 164.13,34.88 - 168.67,1.11,Strong Buy,140.00 (-13.93%),"Nov 7, 2024",Utilities - Independent Power Producers,Utilities,1882,NYSE,"4,870",https://vistracorp.com
ALL,The Allstate Corporation,207.87,55.04B,62.43B,4.11B,264.80M,15.45,13.46,11.15,$3.68 (1.77%),"Aug 30, 2024","1,257,558",204.38,202.03,202.39 - 208.22,134.17 - 208.22,0.48,Strong Buy,218.00 (+4.87%),"Oct 30, 2024",Insurance - Property & Casualty,Financials,"Jun 2, 1993",NYSE,"53,000",https://www.allstate.com
DHI,"D.R. Horton, Inc.",168.71,54.18B,36.80B,4.76B,321.17M,14.34,11.76,11.92,$1.60 (0.95%),"Nov 12, 2024","1,521,274",171.00,172.94,167.33 - 171.40,125.28 - 199.85,1.74,Buy,185.21 (+9.78%),"Oct 29, 2024",Residential Construction,Consumer Discretionary,"Jun 5, 1992",NYSE,"14,766",https://www.drhorton.com
MNST,Monster Beverage Corporation,54.83,53.32B,7.41B,1.61B,972.52M,1.56,35.18,30.33,n/a,n/a,"4,363,372",54.98,54.98,54.46 - 55.15,43.32 - 61.23,0.74,Buy,54.94 (+0.2%),"Nov 7, 2024",Beverages - Non-Alcoholic,Consumer Staples,1985,NASDAQ,"6,003",https://www.monsterbevcorp.com
AZO,"AutoZone, Inc.","3,144.21",53.15B,18.49B,2.66B,16.90M,149.55,21.02,20.20,n/a,n/a,"197,234","3,099.81","3,109.56","3,076.44 - 3,157.53","2,510.00 - 3,256.37",0.71,Strong Buy,"3,213.47 (+2.2%)","Dec 10, 2024",Specialty Retail,Consumer Discretionary,"Apr 1, 1991",NYSE,"126,000",https://www.autozone.com
AEP,"American Electric Power Company, Inc.",99.33,52.90B,19.60B,2.64B,532.57M,4.97,19.98,16.99,$3.72 (3.75%),"Nov 8, 2024","2,250,997",98.73,98.10,98.31 - 99.46,75.22 - 105.18,0.54,Hold,96.73 (-2.62%),"Nov 6, 2024",Utilities - Regulated Electric,Utilities,1906,NASDAQ,"17,250",https://www.aep.com
PAYX,"Paychex, Inc.",146.19,52.61B,5.31B,1.70B,359.90M,4.69,31.17,28.95,$3.92 (2.68%),"Nov 7, 2024","1,313,282",146.00,145.26,144.97 - 146.32,114.72 - 150.71,0.99,Hold,131.62 (-9.97%),"Dec 19, 2024",Software - Application,Technology,1979,NASDAQ,"16,600",https://www.paychex.com
CMI,Cummins Inc.,377.39,51.77B,34.20B,2.10B,137.18M,14.95,25.25,17.23,$7.28 (1.93%),"Nov 22, 2024","280,866",375.67,375.27,373.50 - 377.59,222.75 - 377.64,0.97,Buy,332.25 (-11.96%),"Nov 5, 2024",Specialty Industrial Machinery,Industrials,1919,NYSE,"75,500",https://www.cummins.com
FANG,"Diamondback Energy, Inc.",175.97,51.38B,9.16B,3.20B,291.99M,17.29,10.18,11.96,$3.24 (1.84%),"Nov 14, 2024","2,433,787",179.73,179.55,175.13 - 180.55,145.70 - 214.50,1.87,Buy,217.00 (+23.32%),"Nov 4, 2024",Oil & Gas Exploration & Production,Energy,"Oct 12, 2012",NASDAQ,"1,032",https://www.diamondbackenergy.com
ROST,"Ross Stores, Inc.",154.38,51.22B,21.24B,2.11B,331.76M,6.36,24.29,23.69,$1.47 (0.95%),"Sep 10, 2024","2,633,071",153.78,153.29,152.55 - 155.06,127.53 - 163.60,1.10,Buy,171.69 (+11.21%),"Nov 21, 2024",Apparel Retail,Consumer Discretionary,1982,NASDAQ,"108,000",https://www.rossstores.com
PWR,"Quanta Services, Inc.",346.60,51.16B,22.90B,810.61M,147.61M,5.41,64.06,34.36,$0.36 (0.10%),"Oct 1, 2024","679,866",346.16,342.92,341.66 - 350.05,180.97 - 350.05,1.01,Strong Buy,314.36 (-9.3%),"Oct 31, 2024",Engineering & Construction,Industrials,"Feb 12, 1998",NYSE,"52,500",https://www.quantaservices.com
O,Realty Income Corporation,57.75,50.70B,5.01B,866.69M,877.89M,1.04,55.28,36.05,$3.16 (5.48%),"Dec 2, 2024","2,403,756",57.39,57.45,57.08 - 57.84,50.65 - 64.88,1.00,Buy,63.71 (+10.32%),"Nov 4, 2024",REIT - Retail,Real Estate,1969,NYSE,418,https://www.realtyincome.com
MPC,Marathon Petroleum Corporation,157.14,50.50B,142.67B,4.52B,321.39M,12.73,12.35,17.38,$3.64 (2.32%),"Nov 20, 2024","1,687,609",156.85,156.50,155.84 - 157.92,140.98 - 221.11,1.37,Buy,184.77 (+17.58%),"Nov 5, 2024",Oil & Gas Refining & Marketing,Energy,"Jul 1, 2011",NYSE,"18,200",https://www.marathonpetroleum.com
D,"Dominion Energy, Inc.",59.12,49.66B,14.59B,2.39B,840.01M,2.84,20.79,18.45,$2.67 (4.52%),"Nov 29, 2024","3,668,592",58.55,58.53,58.26 - 59.34,43.53 - 61.97,0.60,Hold,55.91 (-5.43%),"Nov 1, 2024",Utilities - Regulated Electric,Utilities,1983,NYSE,"17,700",https://www.dominionenergy.com
COR,"Cencora, Inc.",248.45,48.70B,293.96B,1.51B,196.01M,7.53,32.97,16.62,$2.08 (0.84%),"Nov 15, 2024","743,775",246.05,244.23,243.23 - 248.51,195.83 - 251.56,0.44,Buy,265.91 (+7.03%),"Nov 6, 2024",Medical Distribution,Healthcare,2001,NYSE,"46,000",https://www.cencora.com
ODFL,"Old Dominion Freight Line, Inc.",225.97,48.24B,5.92B,1.25B,213.50M,5.72,39.50,41.08,$1.04 (0.46%),"Dec 4, 2024","1,052,536",223.39,225.11,221.83 - 226.21,165.49 - 233.26,0.99,Hold,200.35 (-11.34%),"Oct 23, 2024",Trucking,Industrials,"Oct 24, 1991",NASDAQ,"22,902",https://www.odfl.com
AXON,"Axon Enterprise, Inc.",632.16,48.21B,1.94B,297.36M,76.25M,3.85,164.10,109.38,n/a,n/a,"600,859",622.60,619.00,621.22 - 633.00,224.28 - 641.20,0.94,Strong Buy,434.54 (-31.26%),"Nov 7, 2024",Aerospace & Defense,Industrials,1993,NASDAQ,"4,260",https://www.axon.com
FAST,Fastenal Company,84.10,48.18B,7.48B,1.15B,572.89M,2.02,41.67,39.49,$1.56 (1.86%),"Oct 25, 2024","1,840,316",83.62,83.75,82.88 - 84.22,59.47 - 84.88,0.98,Buy,76.55 (-8.98%),"Jan 17, 2025",Industrial Distribution,Industrials,1967,NASDAQ,"23,201",https://www.fastenal.com
NEM,Newmont Corporation,42.25,47.89B,16.99B,-1.21B,1.13B,-1.10,n/a,11.44,$1.00 (2.37%),"Nov 27, 2024","5,312,053",42.30,42.46,42.00 - 42.45,29.42 - 58.72,0.53,Buy,52.92 (+25.25%),"Oct 23, 2024",Gold,Materials,1916,NYSE,"21,700",https://www.newmont.com
HWM,Howmet Aerospace Inc.,117.17,47.60B,7.27B,1.08B,406.26M,2.60,45.03,38.90,$0.32 (0.27%),"Nov 8, 2024","1,673,233",116.00,115.84,115.91 - 117.56,51.47 - 119.28,1.29,Buy,115.33 (-1.57%),"Nov 6, 2024",Aerospace & Defense,Industrials,1888,NYSE,"23,000",https://www.howmet.com
AIG,"American International Group, Inc.",76.30,47.59B,45.30B,-2.24B,623.77M,-3.34,n/a,12.54,$1.60 (2.10%),"Dec 16, 2024","2,765,741",75.92,75.95,75.40 - 76.38,64.54 - 80.83,1.07,Buy,84.80 (+11.14%),"Nov 4, 2024",Insurance - Diversified,Financials,1919,NYSE,"25,200",https://www.aig.com
NDAQ,"Nasdaq, Inc.",82.65,47.50B,7.02B,959.00M,574.76M,1.68,49.15,27.05,$0.96 (1.16%),"Dec 6, 2024","1,961,303",81.87,81.52,81.10 - 83.04,53.62 - 83.04,0.96,Buy,80.87 (-2.15%),"Oct 24, 2024",Financial Data & Stock Exchanges,Financials,"Jul 1, 2002",NASDAQ,"8,525",https://www.nasdaq.com
MSCI,MSCI Inc.,601.96,47.18B,2.80B,1.21B,78.37M,15.23,39.51,36.48,$6.40 (1.06%),"Nov 15, 2024","267,569",593.69,592.73,592.46 - 603.07,439.95 - 631.70,1.11,Buy,634.00 (+5.32%),"Oct 29, 2024",Financial Data & Stock Exchanges,Financials,"Nov 15, 2007",NYSE,"5,794",https://www.msci.com
PEG,Public Service Enterprise Group Incorporated,94.51,47.09B,10.43B,2.03B,498.23M,4.07,23.22,23.60,$2.40 (2.54%),"Sep 9, 2024","1,841,476",93.06,93.02,92.98 - 94.67,56.85 - 94.67,0.63,Buy,85.14 (-9.91%),"Nov 4, 2024",Utilities - Regulated Electric,Utilities,1903,NYSE,"12,543",
LEN,Lennar Corporation,173.40,47.03B,36.46B,4.15B,271.24M,15.10,11.83,11.94,$2.00 (1.15%),"Oct 9, 2024","1,689,655",177.32,178.66,172.34 - 177.41,125.17 - 193.80,1.62,Buy,184.87 (+6.62%),"Dec 12, 2024",Residential Construction,Consumer Discretionary,1954,NYSE,"12,284",https://www.lennar.com
OXY,Occidental Petroleum Corporation,49.85,46.78B,27.14B,3.71B,938.34M,3.84,12.97,15.60,$0.88 (1.77%),"Sep 10, 2024","10,774,432",50.19,50.44,49.51 - 50.35,48.42 - 71.19,1.61,Hold,62.53 (+25.44%),"Nov 12, 2024",Oil & Gas Exploration & Production,Energy,1920,NYSE,"12,570",https://www.oxy.com
KMB,Kimberly-Clark Corporation,139.73,46.60B,20.10B,2.61B,333.49M,7.72,18.10,18.85,$4.88 (3.49%),"Dec 6, 2024","1,490,034",139.05,139.14,138.83 - 140.26,117.67 - 149.31,0.41,Buy,149.93 (+7.3%),"Oct 22, 2024",Household & Personal Products,Consumer Staples,1910,NYSE,"41,000",https://www.kimberly-clark.com
LHX,"L3Harris Technologies, Inc.",245.58,46.58B,21.14B,1.21B,189.67M,6.33,38.79,17.60,$4.64 (1.89%),"Nov 18, 2024","621,793",243.27,240.60,241.52 - 246.08,187.68 - 265.74,0.73,Buy,272.57 (+10.99%),"Oct 24, 2024",Aerospace & Defense,Industrials,1895,NYSE,"50,000",https://www.l3harris.com
KVUE,Kenvue Inc.,24.12,46.24B,15.46B,1.06B,1.92B,0.55,43.86,20.19,$0.82 (3.40%),"Nov 13, 2024","10,215,183",24.28,24.24,23.94 - 24.46,17.67 - 24.46,n/a,Buy,22.64 (-6.14%),"Nov 7, 2024",Household & Personal Products,Consumer Staples,"May 4, 2023",NYSE,"22,000",https://www.kenvue.com
CCI,Crown Castle Inc.,106.30,46.20B,6.59B,1.23B,434.60M,2.82,37.70,46.32,$6.26 (5.89%),"Sep 13, 2024","1,456,899",105.71,106.08,105.12 - 106.85,92.48 - 120.92,0.87,Hold,116.07 (+9.19%),"Oct 16, 2024",REIT - Specialty,Real Estate,"Aug 14, 1998",NYSE,"4,700",https://www.crowncastle.com
PCG,PG&E Corporation,21.51,45.98B,24.83B,2.75B,2.14B,1.28,16.80,15.33,$0.04 (0.19%),"Sep 30, 2024","7,576,120",21.29,21.19,21.19 - 21.56,15.94 - 21.56,1.03,Strong Buy,22.64 (+5.25%),"Nov 7, 2024",Utilities - Regulated Electric,Utilities,1905,NYSE,"28,010",https://www.pgecorp.com
PRU,"Prudential Financial, Inc.",129.11,45.96B,72.97B,4.06B,356.00M,11.26,11.47,8.90,$5.20 (4.03%),"Nov 19, 2024","784,266",128.07,128.71,127.08 - 129.26,95.10 - 129.69,1.28,Hold,125.17 (-3.05%),"Oct 30, 2024",Insurance - Life,Financials,1875,NYSE,"40,658",https://www.prudential.com
DFS,Discover Financial Services,182.62,45.85B,11.69B,3.11B,251.07M,12.39,14.74,14.55,$2.80 (1.53%),"Nov 21, 2024","508,582",181.64,182.67,180.10 - 183.34,85.37 - 188.26,1.40,Buy,141.13 (-22.72%),"Jan 15, 2025",Credit Services,Financials,"Jul 2, 2007",NYSE,"21,100",https://www.discover.com
FIS,"Fidelity National Information Services, Inc.",84.94,45.73B,10.03B,1.42B,538.35M,2.51,33.79,15.32,$1.44 (1.70%),"Dec 9, 2024","1,943,145",84.64,84.41,83.95 - 85.14,55.98 - 91.98,1.07,Buy,92.15 (+8.49%),"Nov 4, 2024",Information Technology Services,Technology,1968,NYSE,"60,000",https://www.fisglobal.com
AME,"AMETEK, Inc.",197.02,45.57B,6.91B,1.33B,231.31M,5.74,34.21,27.17,$1.12 (0.57%),"Sep 16, 2024","1,056,965",197.15,197.12,195.19 - 197.15,149.03 - 198.33,1.16,Buy,206.17 (+4.64%),"Oct 31, 2024",Specialty Industrial Machinery,Industrials,1930,NYSE,"21,500",https://www.ametek.com
HES,Hess Corporation,146.30,44.93B,12.46B,2.64B,307.10M,8.57,17.07,19.91,$2.00 (1.37%),"Sep 16, 2024","1,181,293",145.84,145.38,145.84 - 147.30,123.79 - 163.98,1.16,Buy,163.90 (+12.03%),"Oct 30, 2024",Oil & Gas Exploration & Production,Energy,1920,NYSE,"1,756",https://www.hess.com
TEL,TE Connectivity plc,149.86,44.83B,15.85B,3.19B,299.16M,10.34,14.50,18.50,$2.60 (1.74%),"Feb 21, 2025","998,174",152.81,152.73,149.60 - 153.14,128.52 - 159.98,1.33,Buy,159.55 (+6.47%),"Oct 30, 2024",Electronic Components,Technology,"Jul 2, 2007",NYSE,"87,000",https://www.te.com
TRGP,Targa Resources Corp.,203.41,44.36B,16.22B,1.23B,218.06M,5.53,36.78,26.79,$3.00 (1.48%),"Oct 31, 2024","1,403,782",201.69,201.06,201.18 - 203.49,81.03 - 209.87,2.24,Strong Buy,171.88 (-15.5%),"Nov 5, 2024",Oil & Gas Midstream,Energy,"Dec 7, 2010",NYSE,"3,182",https://www.targaresources.com
KDP,Keurig Dr Pepper Inc.,32.65,44.29B,15.15B,2.28B,1.36B,1.66,19.66,16.18,$0.92 (2.82%),"Sep 27, 2024","9,037,475",32.85,32.85,32.62 - 33.04,28.62 - 38.28,0.63,Buy,38.36 (+17.49%),"Oct 24, 2024",Beverages - Non-Alcoholic,Consumer Staples,"Sep 21, 1993",NASDAQ,"28,100",https://www.keurigdrpepper.com
VLO,Valero Energy Corporation,139.80,44.26B,128.73B,3.68B,316.59M,11.21,12.47,16.78,$4.28 (3.06%),"Nov 20, 2024","1,415,294",140.40,139.82,138.66 - 140.99,120.21 - 184.79,1.37,Buy,154.23 (+10.32%),"Oct 24, 2024",Oil & Gas Refining & Marketing,Energy,1980,NYSE,"9,908",https://www.valero.com
F,Ford Motor Company,11.10,44.11B,182.74B,3.53B,3.97B,0.88,12.64,6.41,$0.60 (5.41%),"Nov 7, 2024","42,681,244",11.16,11.40,11.04 - 11.22,9.49 - 14.85,1.64,Hold,12.02 (+8.29%),"Oct 28, 2024",Auto Manufacturers,Consumer Discretionary,1903,NYSE,"177,000",https://www.ford.com
